x,y
7.975984305549892,-3.713086609740557
-7.935393481605927,-8.479208426852615
-6.269855320334231,6.420426978532899
7.840506530429681,-3.64179447080421
-8.114015879899686,-8.440398752833678
-8.092935427756421,-8.547413246110716
-8.05397703779224,-8.4033134976901
-7.7878783810472445,-8.478424446934985
-6.189038783082456,6.260631899316402
-5.951345392771591,6.218791388600097
-7.927754707490495,-8.39917376411131
7.8605888254406215,-3.8616066193149843
-8.139133840643616,-8.326976671277102
8.168357358554246,-3.938983677298847
-8.0932843397416,-8.330173993290757
-8.031833952425167,-8.394206009002087
-5.894017317416697,6.241759429336505
-6.056805945464498,6.204894133706156
-6.411108665733007,6.521870908146034
-8.099549853371382,-8.430152711709788
-8.075923148914464,-9.188215887058854
8.137006076187921,-3.341099738395112
7.5829227434927615,-3.5654295443053474
7.876242175791623,-3.7219653783449247
-8.13578964937797,-8.104719118162063
-6.025729810228319,6.104574783980822
-5.551122465204995,6.198744574112174
7.777832929082026,-4.126808899226247
-5.877335065446886,6.149855317109272
-6.087252667080774,5.970824199890892
-8.01470801164701,-8.360364786980224
-6.448436132913959,6.250333988700109
-8.654297562524478,-8.321003129629732
-6.104953790327763,6.356887848734844
-6.512072669532707,5.9052366507874225
7.628349895785472,-3.7497064194287115
8.051986995595378,-3.2964700697567975
-5.962889157026357,5.523235154472576
-6.10335217318863,6.826934535343082
-8.097464900824782,-8.563913115045668
8.956296019890402,-14.792022014258698
-8.171381005204653,-8.410568807618098
7.883160455380289,-3.6892042512638294
7.973782414757233,-4.19294139864327
8.512225423089477,-3.7299620547895582
8.199498414674279,-3.7187613918802938
-8.04783651811622,-8.578517975201688
-6.037958452763792,6.397596903985751
-7.635661484033481,-8.492113486505572
-8.18110808868483,-8.283960116169693
-5.751212491360951,6.4765691236162155
7.81834282438969,-3.683232884638462
-6.061929272352176,6.365392988760714
-8.045218765616209,-8.651291842619926
-5.958514536864698,6.39391845162519
8.078158831411681,-3.8700611081212055
-7.688379671834289,-8.90259138612803
-8.271993468241002,-8.547997976881772
-5.602907492114977,6.182433002202724
-6.185801191134615,6.516475027520467
-5.878800720956406,6.447229796879472
-8.114221458236969,-7.9046835930844335
-6.072158846188339,6.435736597380739
7.589635408866395,-3.596496845849275
-8.167364628534019,-8.64432302441461
-7.771165132326375,-8.417805224241556
7.902647010424443,-3.769349535513215
-8.108714918744358,-8.445161167626793
-6.174880036574032,6.39126938283265
-6.211416998159818,6.275678706465847
